recall,precision,specificity,f1,auROC,auPRC,tp,fp,tn,fn,fold
0.7441860465116279,0.7202572347266881,0.7556179775280899,0.7320261437908496,0.8161465526895368,0.7914424194214181,224.0,87.0,269.0,77.0,1.0
0.7308970099667774,0.6790123456790124,0.6687898089171974,0.704,0.7748693315276045,0.7612305487446104,220.0,104.0,210.0,81.0,2.0
0.7014388489208633,0.7276119402985075,0.7542087542087542,0.7142857142857143,0.7970593222391783,0.789724742230729,195.0,73.0,224.0,83.0,3.0
0.6575342465753424,0.7901234567901234,0.8349514563106796,0.7177570093457943,0.8248658952874939,0.8029919040312847,192.0,51.0,258.0,100.0,4.0
0.6583629893238434,0.7773109243697479,0.8153310104529616,0.7129094412331407,0.8077919823428026,0.7932203940577437,185.0,53.0,234.0,96.0,5.0
