fold,epoch,train_loss,valid_loss,train_auROC,valid_auROC,train_auPRC,valid_auPRC
3.0,14.0,0.46837881447984664,0.6742761239798173,0.9298726093240565,0.763461957706562,0.9204374690191217,0.7335855659275419
4.0,1.0,0.6706262498908901,0.738738725268702,0.6712013374600073,0.6723522631555615,0.615859029263136,0.6107971183793864
4.0,2.0,0.6340959245126934,0.6228025730160033,0.7527567254209442,0.7725983065123907,0.7182833527612436,0.7296019142494687
4.0,3.0,0.6282249139949648,0.651961204910437,0.7822574995157614,0.7867845901493994,0.7569309744466679,0.7632845005624657
4.0,4.0,0.6140553287591006,0.9041284038104154,0.7626111516360395,0.7488251983863102,0.7280841158377196,0.6803268150172056
4.0,5.0,0.6099162183686566,0.6131630389146916,0.7972111980679912,0.8065678060025712,0.7675871201413633,0.7618316198546138
4.0,6.0,0.6024327896149756,0.6437436334305318,0.7935220558639571,0.7871614133085073,0.7690802057080077,0.7641342775997487
4.0,7.0,0.5922508660310544,0.5762083571088096,0.8215550033175493,0.8026222458660283,0.8070613026885277,0.7759083069937771
4.0,8.0,0.5807452034752808,0.6339857802414854,0.8232597977600018,0.7978565412067207,0.8109625205830221,0.7666152969973207
4.0,9.0,0.5674846676812656,0.5959263290720256,0.8362456332672571,0.7955623531497982,0.8210266290374242,0.7776826308580265
4.0,10.0,0.5544297497465004,0.5880765424988631,0.8468377505505209,0.8028882386842222,0.8322805213786844,0.7751044112349823
4.0,11.0,0.5368326331517711,0.6493689202131725,0.8507501232919429,0.7770869353194131,0.8408996678214375,0.7473234269153015
5.0,1.0,0.6659626222513859,0.6489288328399121,0.7493660864262253,0.7725147866628641,0.7168553471323487,0.7519932188741085
5.0,2.0,0.6493205554734648,0.6228784541009178,0.7333139637519125,0.7450370131561,0.7004168586026724,0.7159191315478097
5.0,3.0,0.6332388884491391,0.6123908451745208,0.7777999186878791,0.7925775292323336,0.757745186876877,0.7673028087838966
5.0,4.0,0.6161486884347753,0.6156562835397855,0.7578079027892198,0.7669473136012499,0.733102398882973,0.7437250991156696
5.0,5.0,0.6025503338162416,0.6106176258812488,0.7990386981501493,0.8055104343620966,0.7728103602310291,0.7850697090064175
5.0,6.0,0.587462819284863,0.6414281532798015,0.8048636149657098,0.8073827916723498,0.77993918970025,0.7917567051521054
5.0,7.0,0.5796905179428898,0.5881822755638982,0.8212169803246065,0.8068124046771734,0.7930129740486139,0.7872824578636948
5.0,8.0,0.5871708735921024,0.5741014421825678,0.8295019900071684,0.8015797239822932,0.8120546027703887,0.7850317990276336
5.0,9.0,0.5746429187604805,0.5940410478014342,0.8343118426824441,0.7841209220429773,0.8107866169237374,0.763307765854941
5.0,10.0,0.5634359598549363,0.6072300907591699,0.8509988819583383,0.7948218780611802,0.823470642699057,0.7788185736163669
5.0,11.0,0.5449236237924863,0.5761224677864935,0.8683733296243594,0.8009597381179708,0.844512418377224,0.7847838695672451
5.0,12.0,0.5265586191143086,0.5940087244544231,0.8724576588528572,0.8043324612198842,0.8524625458628382,0.7935478472200079
