recall,precision,specificity,f1,auROC,auPRC,tp,fp,tn,fn,fold,best_epoch,n_train,n_valid
0.6046511627906976,0.7368421052631579,0.8174157303370787,0.6642335766423357,0.7960263541005637,0.7647410854570761,182.0,65.0,291.0,119.0,1.0,11.0,2359.0,657.0
0.7906976744186046,0.6502732240437158,0.5923566878980892,0.7136431784107946,0.7758321518505195,0.7483394034788252,238.0,128.0,186.0,63.0,2.0,11.0,2401.0,615.0
0.5431654676258992,0.7743589743589744,0.8518518518518519,0.638477801268499,0.7776566625487489,0.7617644674999329,151.0,44.0,253.0,127.0,3.0,8.0,2441.0,575.0
0.5821917808219178,0.7870370370370371,0.8511326860841424,0.6692913385826772,0.8065678060025712,0.7618316198546138,170.0,46.0,263.0,122.0,4.0,5.0,2415.0,601.0
0.45907473309608543,0.8431372549019608,0.9163763066202091,0.5944700460829493,0.8073827916723498,0.7917567051521054,129.0,24.0,263.0,152.0,5.0,6.0,2448.0,568.0
